거래금액	건축년도	년	법정동	아파트	월	일	전용면적	지번	지역코드	층	date
44,800	1992	2018	창신동	창신쌍용1	1	27	79.87	702	11110	3	201801
46,000	1992	2018	창신동	창신쌍용1	1	27	79.87	702	11110	14	201801
52,900	2006	2018	창신동	브라운스톤창신	1	27	84.81	23-76	11110	15	201801
68,000	2008	2018	숭인동	종로센트레빌	1	3	114.67	2-1	11110	10	201801
13,500	2012	2018	숭인동	삼전솔하임2차	1	5	15	296-19	11110	7	201801
13,650	2013	2018	숭인동	종로중흥S클래스	1	5	19.466	202-3	11110	10	201801
54,000	2009	2018	숭인동	종로청계힐스테이트	1	6	59.9426	766	11110	7	201801
52,500	2008	2018	숭인동	종로센트레빌	1	9	59.92	2-1	11110	8	201801
13,500	2012	2018	숭인동	삼전솔하임2차	1	10	15	296-19	11110	6	201801
14,200	2013	2018	숭인동	버넷하임1	1	13	17.96	1421	11110	13	201801
50,800	2008	2018	숭인동	종로센트레빌	1	16	59.92	2-1	11110	1	201801
14,000	2014	2018	숭인동	삼전솔하임4차	1	16	15.09	318-2	11110	13	201801
14,000	2014	2018	숭인동	삼전솔하임4차	1	16	15.09	318-2	11110	13	201801
72,000	2009	2018	숭인동	종로청계힐스테이트	1	19	114.7153	766	11110	4	201801
34,000	2014	2018	숭인동	할리우드파크아파트	1	19	68.77	56-135	11110	6	201801
49,800	2009	2018	숭인동	종로청계힐스테이트	1	19	59.9426	766	11110	1	201801
65,000	2009	2018	숭인동	종로청계힐스테이트	1	19	84.9478	766	11110	6	201801
75,000	2004	2018	숭인동	롯데캐슬천지인	1	20	111.73	76	11110	27	201801
125,000	2017	2018	교남동	경희궁자이(3단지)	1	13	84.836	233	11110	11	201801
124,000	2017	2018	교남동	경희궁자이(3단지)	1	22	84.836	233	11110	13	201801
72,000	2008	2018	평창동	르트랑시망	1	8	140.49	102	11110	1	201801
90,000	2004	2018	평창동	벽산블루밍평창힐스	1	15	150.94	45	11110	2	201801
45,000	1996	2018	평창동	일성빌라트	1	17	84.99	145-5	11110	5	201801
38,800	1998	2018	평창동	삼성	1	22	59.95	596	11110	14	201801
74,500	2001	2018	평창동	롯데낙천대	1	27	110.53	72	11110	11	201801
33,000	1998	2018	신영동	대아파크빌	1	20	59.22	254	11110	5	201801
79,800	2008	2018	무악동	인왕산아이파크	1	4	84.858	60	11110	7	201801
74,800	2015	2018	무악동	인왕산2차아이파크	1	6	84.4924	88	11110	16	201801
73,000	2008	2018	무악동	인왕산아이파크	1	6	84.858	60	11110	7	201801
74,500	2015	2018	무악동	인왕산2차아이파크	1	7	84.4924	88	11110	10	201801
81,900	2000	2018	무악동	현대	1	8	114.9	82	11110	17	201801
95,000	2008	2018	무악동	인왕산아이파크	1	8	114.931	60	11110	10	201801
79,990	2000	2018	무악동	현대	1	10	114.9	82	11110	18	201801
73,900	2015	2018	무악동	인왕산2차아이파크	1	12	84.4541	88	11110	11	201801
91,500	2015	2018	무악동	인왕산2차아이파크	1	12	112.8144	88	11110	15	201801
92,000	2008	2018	무악동	인왕산아이파크	1	13	114.931	60	11110	11	201801
65,690	2000	2018	무악동	현대	1	13	84.92	82	11110	10	201801
73,500	2015	2018	무악동	인왕산2차아이파크	1	13	84.0284	88	11110	14	201801
87,700	2008	2018	무악동	인왕산아이파크	1	15	114.931	60	11110	5	201801
90,000	2008	2018	무악동	인왕산아이파크	1	17	114.931	60	11110	9	201801
73,000	2015	2018	무악동	인왕산2차아이파크	1	17	84.0284	88	11110	16	201801
74,990	2000	2018	무악동	현대	1	17	114.9	82	11110	9	201801
66,990	2000	2018	무악동	현대	1	18	84.92	82	11110	18	201801
79,000	2008	2018	무악동	인왕산아이파크	1	19	84.858	60	11110	13	201801
65,900	2000	2018	무악동	현대	1	23	84.92	82	11110	14	201801
75,000	2015	2018	무악동	인왕산2차아이파크	1	23	84.748	88	11110	14	201801
79,790	2000	2018	무악동	현대	1	24	114.9	82	11110	17	201801
92,700	2008	2018	무악동	인왕산아이파크	1	24	114.931	60	11110	10	201801
56,990	2000	2018	무악동	현대	1	27	60	82	11110	4	201801
49,990	2000	2018	무악동	현대	1	28	60	82	11110	13	201801
49,990	2000	2018	무악동	현대	1	29	60	82	11110	2	201801
130,000	2008	2018	무악동	인왕산아이파크	1	31	157.289	60	11110	11	201801
